INMATEID,ADMITTED_DT,DISCHARGED_DT,CUSTODY_LEVEL,BRADH,RACE,GENDER,AGE,INMATE_STATUS_CODE,SEALED,SRG_FLG,TOP_CHARGE,INFRACTION,Penal Law OFFENSE,CLASS,CODE,DAYS_SINCE_ADMISSION
111844,08/23/2021 11:21:37 AM,,MED,N,B,M,36.0,DEP,N,N,220.16,N,Criminal possession of a controlled substance in the third degree,B Felony,220.16,97
19180,08/23/2021 11:35:42 AM,,MAX,Y,O,M,44.0,DE,N,N,160.05,N,Robbery in the third degree,D Felony,160.05,97
20181406,08/23/2021 11:45:45 PM,,MAX,N,B,M,19.0,DE,N,Y,105.17,Y,Conspiracy in the first degree,A-I Felony,105.17,97
20155095,08/23/2021 12:10:34 AM,,MAX,N,O,M,25.0,DE,N,N,160.15,N,Robbery in the first degree,B Violent Felony,160.15,97
20212175,08/23/2021 12:57:29 PM,,MIN,Y,B,M,33.0,DE,N,N,120.05,N,Assault in the second degree,D Violent Felony,120.05,97
157675,08/24/2018 01:20:22 PM,,MAX,Y,O,M,30.0,DE,N,N,110-125.25,Y,,,,1192
133023,08/24/2018 04:36:12 PM,,MAX,Y,B,M,44.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,1192
20045393,08/24/2019 07:53:59 PM,,MIN,N,O,M,48.0,DE,N,N,220.77,N,Operating as a major trafficker,A-I Felony,220.77,827
19756,08/24/2019 11:39:26 AM,,MAX,Y,O,M,34.0,DE,N,N,160.15,Y,Robbery in the first degree,B Violent Felony,160.15,827
131274,08/24/2019 11:42:30 AM,,MED,Y,O,M,55.0,SSR,N,N,,N,,,,827
20181676,08/24/2020 04:30:00 PM,,MED,Y,A,M,27.0,DE,N,N,120.05,Y,Assault in the second degree,D Violent Felony,120.05,461
20101554,08/24/2020 11:33:20 PM,,MAX,Y,O,M,47.0,DE,N,N,140.25,Y,Burglary in the second degree,C Violent Felony,140.25,461
20053779,08/24/2021 01:34:47 PM,,MIN,Y,B,M,30.0,DE,N,N,120.05,Y,Assault in the second degree,D Violent Felony,120.05,96
27108,08/24/2021 05:26:37 PM,,MED,N,O,M,44.0,DE,N,N,140.30,N,Burglary in the first degree,B Violent Felony,140.30,96
20214273,08/24/2021 07:11:06 AM,,MED,Y,B,M,34.0,DE,N,N,130.65,N,Sexual abuse in the first degree,D Violent Felony,130.65,96
3119,08/24/2021 07:49:36 PM,,MIN,Y,B,M,39.0,DE,N,N,120.00,N,Assault in the third degree,A Misdemeanor,120.00,96
10007989,08/24/2021 07:53:08 PM,,MED,N,B,M,31.0,DE,N,Y,110-125.25,N,,,,96
20196462,08/24/2021 10:06:37 AM,,MIN,N,B,M,58.0,DE,N,N,160.15,N,Robbery in the first degree,B Violent Felony,160.15,96
45032,08/24/2021 11:30:52 AM,,MED,Y,B,M,37.0,DE,N,N,120.05,N,Assault in the second degree,D Violent Felony,120.05,96
2655,08/24/2021 11:39:22 PM,,MED,Y,B,M,60.0,DPV,N,N,,N,,,,96
20179660,08/24/2021 12:38:53 PM,,MAX,Y,B,M,23.0,DE,N,N,140.25,N,Burglary in the second degree,C Violent Felony,140.25,96
20212281,08/24/2021 12:52:55 PM,,MED,N,O,M,37.0,DE,N,N,220.16,N,Criminal possession of a controlled substance in the third degree,B Felony,220.16,96
20096629,08/25/2019 10:34:09 PM,,MAX,Y,B,M,26.0,DE,N,Y,220.03,Y,Criminal possession of a controlled substance in the seventh degree,A Misdemeanor,220.03,826
11173,08/25/2020 02:22:01 PM,,MED,N,B,M,46.0,DE,N,N,160.05,Y,Robbery in the third degree,D Felony,160.05,460
140968,08/25/2020 11:27:42 AM,,MAX,Y,O,M,30.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,460
20072570,08/25/2021 01:04:24 PM,,MED,Y,B,M,40.0,DE,N,N,140.30,N,Burglary in the first degree,B Violent Felony,140.30,95
116845,08/25/2021 01:16:06 AM,,MED,Y,W,M,46.0,DE,N,N,120.05,N,Assault in the second degree,D Violent Felony,120.05,95
34592,08/25/2021 01:31:21 AM,,MIN,Y,B,F,42.0,DE,N,N,150.15,N,Arson in the second degree,B Violent Felony,150.15,95
20215449,08/25/2021 01:38:24 AM,,MIN,Y,B,M,31.0,DE,N,N,140.30,N,Burglary in the first degree,B Violent Felony,140.30,95
20150366,08/25/2021 02:24:00 AM,,MED,Y,W,F,25.0,DE,N,N,120.05,Y,Assault in the second degree,D Violent Felony,120.05,95
20145067,08/25/2021 03:32:54 PM,,MED,N,O,M,35.0,DEP,N,N,140.25,N,Burglary in the second degree,C Violent Felony,140.25,95
20215458,08/25/2021 04:02:16 PM,,MED,N,B,M,62.0,DE,N,N,FOA 900.00,N,,,,95
20119715,08/25/2021 05:17:13 PM,,MAX,Y,B,M,27.0,DEP,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,95
20206954,08/25/2021 05:32:20 PM,,MED,Y,O,M,35.0,DE,N,N,215.50,N,Criminal contempt in the second degree,A Misdemeanor,215.50,95
59646,08/25/2021 06:21:41 PM,,MAX,N,B,M,33.0,DE,N,N,160.05,N,Robbery in the third degree,D Felony,160.05,95
87747,08/25/2021 06:59:21 PM,,MED,N,B,M,58.0,DPV,N,N,,N,,,,95
20215463,08/25/2021 08:22:25 PM,,MIN,Y,O,M,35.0,DE,N,N,120.10,N,Assault in the first degree,B Violent Felony,120.10,95
20072935,08/25/2021 08:46:47 PM,,MAX,Y,B,F,27.0,DEP,N,N,140.20,Y,Burglary in the third degree,D Felony,140.20,95
20215466,08/25/2021 08:50:22 PM,,MIN,Y,B,M,41.0,DE,N,N,110-125.25,N,,,,95
20206515,08/25/2021 10:54:15 AM,,MAX,N,B,M,22.0,DE,N,N,155.35,N,Grand larceny in the third degree,D Felony,155.35,95
20030550,08/25/2021 11:05:00 AM,,MED,Y,B,M,51.0,DE,N,N,130.50,N,Criminal sexual act in the first degree,B Violent Felony,130.50,95
20136153,08/25/2021 12:45:37 PM,,MED,Y,W,M,47.0,DE,N,N,120.00,N,Assault in the third degree,A Misdemeanor,120.00,95
137330,08/26/2017 12:59:59 PM,,MAX,N,B,M,33.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,1555
20095607,08/26/2018 11:36:24 PM,,MAX,N,B,M,32.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,1190
20179147,08/26/2020 03:45:43 PM,,MIN,N,O,M,50.0,SSR,N,N,,N,,,,459
19831,08/26/2021 01:15:16 PM,,MED,N,O,M,33.0,DE,N,N,220.39,N,Criminal sale of a controlled substance in the third degree,B Felony,220.39,94
20141038,08/26/2021 01:47:36 PM,,MED,N,B,M,42.0,DE,N,N,240.75,N,Aggravated family offense,E Felony,240.75,94
44797,08/26/2021 02:10:12 PM,,MIN,Y,O,M,56.0,DE,N,N,140.20,N,Burglary in the third degree,D Felony,140.20,94
20160201,08/26/2021 03:51:00 PM,,MED,N,B,M,30.0,SSR,N,N,,N,,,,94
65044,08/26/2021 04:09:00 PM,,MAX,Y,B,M,55.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,94
37658,08/26/2021 04:13:54 AM,,MAX,Y,B,M,39.0,DE,N,N,140.20,N,Burglary in the third degree,D Felony,140.20,94
20210698,08/26/2021 04:31:19 PM,,MED,N,O,M,24.0,DE,N,N,160.15,Y,Robbery in the first degree,B Violent Felony,160.15,94
168573,08/26/2021 04:36:00 PM,,MED,N,B,M,32.0,DPV,N,Y,,N,,,,94
20147805,08/26/2021 04:51:13 PM,,MIN,Y,O,M,34.0,DE,N,N,140.20,Y,Burglary in the third degree,D Felony,140.20,94
20195990,08/26/2021 05:13:38 PM,,MAX,N,B,M,22.0,DE,N,N,120.05,Y,Assault in the second degree,D Violent Felony,120.05,94
20207447,08/26/2021 05:14:24 PM,,MIN,N,B,M,23.0,DE,N,N,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,94
20020437,08/26/2021 06:30:48 PM,,MIN,Y,O,M,41.0,DE,N,N,215.15,N,Intimidating a victim or witness in the third degree,E Felony,215.15,94
98907,08/26/2021 08:06:33 PM,,MED,N,B,M,32.0,DE,N,Y,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,94
20102805,08/26/2021 08:47:00 PM,,MED,N,O,M,33.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,94
20215484,08/26/2021 08:48:05 PM,,MED,N,O,M,46.0,DE,N,N,130.35,N,Rape in the first degree,B Violent Felony,130.35,94
20190450,08/26/2021 09:28:54 PM,,MED,Y,B,M,57.0,DPV,N,N,,Y,,,,94
20203650,08/26/2021 09:59:13 PM,,MAX,N,B,M,19.0,DE,N,N,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,94
20134846,08/26/2021 10:37:00 PM,,MAX,Y,W,F,31.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,94
20215474,08/26/2021 11:10:20 AM,,MED,N,O,M,58.0,DPV,N,N,,N,,,,94
55573,08/26/2021 11:14:00 AM,,MED,N,W,M,35.0,DE,N,N,215.51,N,Criminal contempt in the first degree,E Felony,215.51,94
20215487,08/26/2021 11:18:20 PM,,MIN,N,B,M,18.0,DE,N,N,110-120.10,N,,,,94
20130716,08/26/2021 11:31:57 AM,,MED,N,O,M,31.0,DE,N,N,215.51,N,Criminal contempt in the first degree,E Felony,215.51,94
20214999,08/26/2021 12:21:40 PM,,MED,N,O,M,28.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,94
139968,08/26/2021 12:39:58 AM,,MIN,Y,O,M,44.0,DE,N,N,160.15,N,Robbery in the first degree,B Violent Felony,160.15,94
73613,08/27/2019 04:23:00 PM,,MAX,N,B,M,32.0,DE,N,Y,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,824
20046489,08/27/2019 08:54:03 PM,,MIN,N,B,M,41.0,DE,N,N,160.15,Y,Robbery in the first degree,B Violent Felony,160.15,824
20082890,08/27/2020 01:15:37 PM,,MED,Y,B,M,28.0,DE,N,N,110-160.15,Y,,,,458
108428,08/27/2020 02:56:53 AM,,MAX,Y,B,M,37.0,DE,N,N,120.07,N,Gang assault in the first degree,B Violent Felony,120.07,458
20215499,08/27/2021 01:12:49 PM,,MIN,N,B,M,25.0,CS,N,N,120.00,N,Assault in the third degree,A Misdemeanor,120.00,93
20003228,08/27/2021 01:21:30 PM,,MED,Y,B,M,35.0,DE,N,N,220.39,N,Criminal sale of a controlled substance in the third degree,B Felony,220.39,93
20157067,08/27/2021 01:24:59 PM,,MIN,Y,B,M,37.0,DE,N,N,110-120.10,N,,,,93
20068278,08/27/2021 04:22:53 PM,,MIN,Y,O,F,37.0,DE,N,N,145.05,Y,Criminal mischief in the third degree,E Felony,145.05,93
153422,08/27/2021 04:24:12 PM,,MIN,Y,W,M,58.0,CS,N,N,215.56,N,Bail jumping in the second degree,E Felony,215.56,93
20071393,08/27/2021 04:38:25 PM,,MED,Y,B,M,58.0,DE,N,N,110-140.20,N,,,,93
20149061,08/27/2021 04:47:08 PM,,MIN,Y,O,M,37.0,DE,N,N,145.00,N,Criminal mischief in the fourth degree,A Misdemeanor,145.00,93
20170338,08/27/2021 05:18:30 PM,,MED,N,B,M,33.0,DE,N,N,160.10,Y,Robbery in the second degree,C Violent Felony,160.10,93
19336,08/27/2021 05:20:29 PM,,MIN,Y,O,M,45.0,DE,N,N,110-125.25,N,,,,93
20184729,08/27/2021 05:39:58 PM,,MIN,N,B,M,28.0,DE,N,N,120.10,N,Assault in the first degree,B Violent Felony,120.10,93
49425,08/27/2021 05:56:03 PM,,MED,Y,B,M,44.0,DE,N,Y,220.16,Y,Criminal possession of a controlled substance in the third degree,B Felony,220.16,93
20159620,08/27/2021 07:07:12 PM,,MAX,N,B,M,25.0,DEP,N,N,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,93
20105533,08/27/2021 07:28:58 PM,,MAX,Y,O,M,25.0,DEP,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,93
131236,08/27/2021 09:57:48 PM,,MIN,Y,B,M,26.0,DPV,N,N,,Y,,,,93
20003144,08/27/2021 10:06:15 PM,,MIN,Y,B,M,56.0,DE,N,N,120.05,N,Assault in the second degree,D Violent Felony,120.05,93
20211375,08/27/2021 11:41:00 PM,,MIN,Y,B,M,33.0,DE,N,N,110-120.05,N,,,,93
20163017,08/27/2021 12:34:59 PM,,MIN,Y,O,M,27.0,DE,N,N,265.02,Y,Criminal possession of a weapon in the third degree,D Violent Felony,265.02,93
20066204,08/28/2018 07:04:14 PM,,MED,Y,B,M,35.0,DE,N,N,110-125.25,Y,,,,1188
20206656,08/28/2019 05:35:49 PM,,MED,Y,W,M,49.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,823
20206660,08/28/2019 07:42:00 PM,,MAX,Y,B,M,23.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,823
82774,08/28/2019 08:47:13 PM,,MED,Y,O,M,37.0,DE,N,N,135.25,Y,Kidnapping in the first degree,A-I Felony,135.25,823
20214960,08/28/2020 05:09:12 PM,,MAX,Y,B,M,23.0,DE,N,N,120.05,Y,Assault in the second degree,D Violent Felony,120.05,457
145967,08/28/2020 05:15:00 PM,,MED,Y,B,M,33.0,SSR,N,Y,,Y,,,,457
133930,08/28/2020 06:39:23 PM,,MED,Y,B,M,61.0,DE,N,N,160.15,Y,Robbery in the first degree,B Violent Felony,160.15,457
26323,08/28/2020 08:13:34 PM,,MIN,N,B,M,54.0,DE,N,N,160.10,Y,Robbery in the second degree,C Violent Felony,160.10,457
20205776,08/28/2020 10:48:42 AM,,MAX,N,B,M,19.0,DE,N,Y,160.15,Y,Robbery in the first degree,B Violent Felony,160.15,457
142742,08/28/2020 12:48:00 PM,,MAX,Y,O,M,31.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,457
20215514,08/28/2021 02:02:35 PM,,MIN,Y,B,F,43.0,DE,N,N,120.05,N,Assault in the second degree,D Violent Felony,120.05,92
20007746,08/28/2021 05:27:24 PM,,MAX,Y,O,M,30.0,DE,N,Y,160.10,Y,Robbery in the second degree,C Violent Felony,160.10,92
20007408,08/28/2021 08:29:41 PM,,MED,Y,W,M,48.0,DE,N,N,140.25,Y,Burglary in the second degree,C Violent Felony,140.25,92
20198861,08/28/2021 10:51:01 AM,,MIN,N,O,M,20.0,DEP,N,Y,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,92
20194122,08/28/2021 11:03:00 AM,,MED,Y,B,M,44.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,92
20160783,08/28/2021 11:55:00 AM,,MAX,N,B,M,27.0,DEP,N,N,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,92
20074367,08/29/2020 01:06:26 AM,,MIN,N,W,M,43.0,SSR,N,N,,N,,,,456
5976,08/29/2020 01:32:32 AM,,MED,Y,B,M,39.0,DE,N,N,120.10,Y,Assault in the first degree,B Violent Felony,120.10,456
123711,08/29/2020 06:56:44 PM,,MED,Y,B,M,40.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,456
20200419,08/29/2020 12:53:29 AM,,MIN,N,B,M,25.0,DE,N,N,110-125.25,N,,,,456
20182459,08/29/2021 01:01:48 AM,,MIN,Y,O,M,54.0,CS,N,N,,N,,,,91
20159356,08/29/2021 01:27:28 AM,,MAX,N,B,M,22.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,91
20149164,08/29/2021 01:41:27 AM,,MAX,N,O,M,35.0,DE,N,N,110-125.25,N,,,,91
9168,08/29/2021 01:46:10 AM,,MED,N,B,M,54.0,DE,N,N,110-160.05,N,,,,91
20215518,08/29/2021 01:46:30 AM,,MIN,N,O,M,59.0,DE,N,N,110-125.25,N,,,,91
20079823,08/29/2021 04:36:18 PM,,MAX,N,B,M,30.0,DE,N,Y,160.10,N,Robbery in the second degree,C Violent Felony,160.10,91
20121621,08/29/2021 05:08:02 PM,,MIN,N,B,M,27.0,DE,N,N,110-125.25,Y,,,,91
20215520,08/29/2021 05:13:04 PM,,MIN,Y,O,M,31.0,DE,N,N,160.15,Y,Robbery in the first degree,B Violent Felony,160.15,91
20177841,08/29/2021 07:54:45 PM,,MAX,N,B,M,23.0,DE,N,Y,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,91
22740,08/29/2021 11:43:15 AM,,MED,Y,W,M,40.0,DE,N,N,160.10,N,Robbery in the second degree,C Violent Felony,160.10,91
20155998,08/29/2021 12:57:28 AM,,MAX,N,O,M,23.0,DE,N,Y,160.10,Y,Robbery in the second degree,C Violent Felony,160.10,91
74278,08/30/2018 06:54:15 PM,,MAX,Y,B,M,34.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,1186
76729,08/30/2018 11:52:21 PM,,MAX,N,B,M,34.0,DEP,N,Y,160.15,Y,Robbery in the first degree,B Violent Felony,160.15,1186
35207,08/30/2018 12:47:55 AM,,MIN,Y,O,M,55.0,DE,N,N,160.05,Y,Robbery in the third degree,D Felony,160.05,1186
20206700,08/30/2019 09:14:25 PM,,MIN,Y,W,M,53.0,SSR,N,N,,Y,,,,821
28558,08/30/2020 02:13:48 PM,,MED,Y,B,M,47.0,DE,N,N,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,455
51696,08/30/2020 02:39:34 PM,,MAX,N,B,M,46.0,DE,N,N,110-160.10,Y,,,,455
62793,08/30/2020 10:53:00 PM,,MED,N,B,M,39.0,DE,N,Y,110-125.25,Y,,,,455
20203434,08/30/2020 12:43:09 AM,,MAX,Y,B,M,20.0,DE,N,Y,220.39,Y,Criminal sale of a controlled substance in the third degree,B Felony,220.39,455
20211216,08/30/2021 01:03:34 AM,,MED,N,B,M,20.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,90
144653,08/30/2021 01:12:58 AM,,MED,Y,O,M,30.0,DEP,N,Y,265.02,N,Criminal possession of a weapon in the third degree,D Violent Felony,265.02,90
128024,08/30/2021 01:28:33 AM,,MED,Y,B,M,47.0,DEP,N,N,120.00,Y,Assault in the third degree,A Misdemeanor,120.00,90
69790,08/30/2021 02:21:31 PM,,MAX,Y,O,M,45.0,DE,N,N,110-125.25,N,,,,90
20215525,08/30/2021 03:05:12 PM,,MIN,N,B,M,29.0,DE,N,N,105.15,N,Conspiracy in the second degree,B Felony,105.15,90
20215526,08/30/2021 04:29:20 PM,,MIN,N,B,M,28.0,DE,N,N,110-125.25,N,,,,90
5569,08/30/2021 05:05:48 PM,,MIN,N,W,M,38.0,CS,N,N,C-COM,N,,,,90
165147,08/30/2021 09:00:51 AM,,MAX,Y,B,M,32.0,DEP,N,Y,120.05,Y,Assault in the second degree,D Violent Felony,120.05,90
126847,08/30/2021 09:28:13 PM,,MIN,Y,B,M,46.0,DE,N,N,220.16,N,Criminal possession of a controlled substance in the third degree,B Felony,220.16,90
20215534,08/30/2021 11:51:33 PM,,MIN,N,B,M,35.0,DE,N,N,121.12,N,Strangulation in the second degree,D Violent Felony,121.12,90
20051929,08/30/2021 12:57:24 AM,,MED,Y,O,M,32.0,DE,N,N,160.15,N,Robbery in the first degree,B Violent Felony,160.15,90
88106,08/31/2019 09:58:41 PM,,MAX,N,O,M,33.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,820
20164666,08/31/2020 10:06:28 PM,,MAX,Y,O,M,22.0,DE,N,N,160.15,Y,Robbery in the first degree,B Violent Felony,160.15,454
20041835,08/31/2020 12:36:13 AM,,MAX,N,O,M,32.0,DE,N,N,110-130.35,Y,,,,454
16828,08/31/2021 01:24:13 PM,,MIN,Y,W,M,46.0,DE,N,N,140.20,N,Burglary in the third degree,D Felony,140.20,89
20149646,08/31/2021 03:55:00 PM,,MIN,Y,B,M,50.0,DE,N,N,120.05,N,Assault in the second degree,D Violent Felony,120.05,89
20187004,08/31/2021 04:08:49 PM,,MIN,N,O,M,32.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,89
122467,08/31/2021 04:46:16 PM,,MIN,N,B,M,47.0,CS,N,N,VTL 1192.3,N,,,,89
20215545,08/31/2021 05:14:25 PM,,MED,N,O,M,62.0,DE,N,N,130.65,N,Sexual abuse in the first degree,D Violent Felony,130.65,89
23218,08/31/2021 08:34:26 PM,,MED,N,O,M,36.0,DE,N,N,130.65,N,Sexual abuse in the first degree,D Violent Felony,130.65,89
144526,08/31/2021 11:13:00 PM,,MIN,N,O,M,31.0,DE,N,N,220.03,N,Criminal possession of a controlled substance in the seventh degree,A Misdemeanor,220.03,89
20168369,09/01/2017 04:44:00 PM,,MAX,Y,O,M,24.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,1549
20197970,09/01/2018 01:10:00 AM,,MED,N,O,M,37.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,1184
70304,09/01/2018 11:26:00 AM,,MED,N,B,M,44.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,1184
20123372,09/01/2019 10:42:03 AM,,MAX,Y,W,M,26.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,819
20210997,09/01/2020 01:35:00 AM,,MED,Y,O,M,36.0,DE,N,N,130.65,N,Sexual abuse in the first degree,D Violent Felony,130.65,453
88077,09/01/2020 11:42:28 AM,,MED,N,B,M,36.0,DE,N,N,CO,Y,,,,453
20180958,09/01/2021 01:15:00 AM,,MED,N,B,M,56.0,DEP,N,N,160.15,N,Robbery in the first degree,B Violent Felony,160.15,88
3356,09/01/2021 01:32:53 AM,,MAX,Y,B,M,22.0,CS,N,N,220.09,N,Criminal possession of a controlled substance in the fourth degree,C Felony,220.09,88
20065808,09/01/2021 04:20:02 PM,,MAX,Y,O,M,30.0,DEP,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,88
14418,09/01/2021 04:33:43 PM,,MAX,N,B,M,60.0,DEP,N,N,140.20,N,Burglary in the third degree,D Felony,140.20,88
20206270,09/01/2021 05:48:49 PM,,MED,Y,B,M,33.0,DE,N,N,140.20,Y,Burglary in the third degree,D Felony,140.20,88
20215556,09/01/2021 05:55:19 PM,,MIN,Y,B,M,38.0,DE,N,N,170.20,Y,Criminal possession of a forged instrument in the third degree,A Misdemeanor,170.20,88
20208036,09/01/2021 06:56:13 PM,,MED,N,B,M,36.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,88
20215559,09/01/2021 08:47:32 PM,,MIN,Y,I,M,42.0,DE,N,N,120.05,N,Assault in the second degree,D Violent Felony,120.05,88
20157872,09/01/2021 09:00:00 PM,,MAX,N,O,M,22.0,DE,N,Y,110-125.25,Y,,,,88
20215560,09/01/2021 09:23:43 PM,,MIN,Y,W,M,48.0,DE,N,N,155.35,Y,Grand larceny in the third degree,D Felony,155.35,88
20165881,09/01/2021 09:38:27 PM,,MAX,N,B,M,26.0,DEP,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,88
20117508,09/01/2021 10:17:59 PM,,MED,N,B,M,42.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,88
20215552,09/01/2021 11:34:27 AM,,MED,N,O,M,20.0,DE,N,N,160.15,N,Robbery in the first degree,B Violent Felony,160.15,88
20215553,09/01/2021 11:45:06 AM,,MAX,Y,B,M,28.0,DE,N,N,FOA 900.00,Y,,,,88
4525,09/01/2021 11:53:21 AM,,MED,N,O,M,38.0,DEP,N,Y,140.20,Y,Burglary in the third degree,D Felony,140.20,88
1135,09/01/2021 12:57:00 PM,,MED,N,B,M,27.0,DEP,N,Y,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,88
10006724,09/01/2021 12:57:48 PM,,MIN,Y,O,F,33.0,CS,N,N,220.39,Y,Criminal sale of a controlled substance in the third degree,B Felony,220.39,88
122553,09/02/2018 12:18:29 PM,,MAX,Y,O,M,32.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,1183
20161410,09/02/2020 01:37:00 PM,,MAX,Y,O,M,49.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,452
20098065,09/02/2020 07:42:54 PM,,MAX,Y,W,M,40.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,452
20041449,09/02/2020 11:32:59 PM,,MED,N,B,M,30.0,DEP,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,452
20165704,09/02/2021 04:14:54 PM,,MAX,N,O,M,39.0,SSR,N,N,,N,,,,87
20160810,09/02/2021 04:20:26 PM,,MAX,N,B,M,25.0,DE,N,N,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,87
20200236,09/02/2021 04:55:00 PM,,MED,N,B,M,20.0,DE,N,Y,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,87
20215571,09/02/2021 05:00:23 PM,,MED,Y,O,M,26.0,DE,N,N,FOA 900.00,N,,,,87
20040285,09/02/2021 05:08:20 PM,,MAX,Y,O,M,29.0,DE,N,N,110-125.25,N,,,,87
20212568,09/02/2021 05:17:55 PM,,MIN,N,O,M,24.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,87
20215572,09/02/2021 05:32:48 PM,,MIN,N,B,M,22.0,DE,N,N,110-120.10,Y,,,,87
20215573,09/02/2021 05:54:07 PM,,MED,Y,B,M,23.0,DE,N,N,160.10,Y,Robbery in the second degree,C Violent Felony,160.10,87
20215576,09/02/2021 10:18:39 PM,,MED,N,B,F,26.0,DE,N,N,160.15,Y,Robbery in the first degree,B Violent Felony,160.15,87
20189194,09/02/2021 10:20:22 AM,,MAX,Y,B,M,21.0,DE,N,Y,110-125.25,N,,,,87
117371,09/02/2021 10:31:15 PM,,MED,Y,B,M,54.0,DE,N,N,160.15,N,Robbery in the first degree,B Violent Felony,160.15,87
59028,09/02/2021 11:12:00 AM,,MED,N,B,M,38.0,DE,N,N,130.35,N,Rape in the first degree,B Violent Felony,130.35,87
20047717,09/02/2021 11:47:33 AM,,MED,Y,B,M,28.0,DE,N,N,160.15,N,Robbery in the first degree,B Violent Felony,160.15,87
133401,09/02/2021 11:50:20 PM,,MED,Y,B,M,51.0,DEP,N,N,140.20,Y,Burglary in the third degree,D Felony,140.20,87
20158523,09/02/2021 12:44:55 AM,,MIN,Y,B,M,28.0,CS,N,N,110-160.10,N,,,,87
9887,09/03/2017 01:31:53 AM,,MAX,Y,B,M,43.0,DE,N,N,110-125.27,Y,,,,1547
20206740,09/03/2019 01:05:00 PM,,MIN,N,O,M,28.0,DE,N,N,125.15,Y,Manslaughter in the second degree,C Felony,125.15,817
119721,09/03/2019 05:05:00 PM,,MED,Y,B,M,43.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,817
20166886,09/03/2020 01:05:00 PM,,MAX,N,O,M,24.0,DE,N,Y,110-125.25,Y,,,,451
20198514,09/03/2020 01:08:56 PM,,MAX,Y,O,M,23.0,DE,N,Y,110-125.25,Y,,,,451
20065012,09/03/2020 02:43:15 AM,,MAX,Y,O,M,30.0,DEP,N,N,160.15,Y,Robbery in the first degree,B Violent Felony,160.15,451
20209161,09/03/2020 02:49:47 PM,,MED,Y,B,M,24.0,DE,N,N,CO,Y,,,,451
20211034,09/03/2020 04:38:31 PM,,MIN,Y,B,M,35.0,DE,N,N,125.14,N,Aggravated vehicular homicide,B Felony,125.14,451
20129817,09/03/2020 07:20:00 PM,,MIN,Y,O,M,48.0,DNS,N,N,,N,,,,451
