INMATEID,ADMITTED_DT,DISCHARGED_DT,CUSTODY_LEVEL,BRADH,RACE,GENDER,AGE,INMATE_STATUS_CODE,SEALED,SRG_FLG,TOP_CHARGE,INFRACTION,Penal Law OFFENSE,CLASS,CODE,DAYS_SINCE_ADMISSION
79892,01/01/2020 06:22:31 PM,,MED,Y,B,M,38.0,DE,N,N,FOA 900.00,Y,,,,697
20208774,01/01/2020 12:11:00 PM,,MAX,Y,B,M,22.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,697
135307,01/01/2021 02:28:38 PM,,MAX,Y,B,M,39.0,DE,N,N,120.05,Y,Assault in the second degree,D Violent Felony,120.05,331
20212549,01/01/2021 06:39:20 PM,,MIN,Y,W,M,54.0,DE,N,N,110-125.25,N,,,,331
89647,01/02/2019 05:23:01 PM,,MED,Y,O,M,36.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,1061
20202853,01/02/2021 01:00:14 PM,,MAX,Y,B,M,31.0,DE,N,N,120.10,Y,Assault in the first degree,B Violent Felony,120.10,330
16567,01/02/2021 01:53:18 AM,,MED,Y,B,M,43.0,DPV,N,N,,N,,,,330
20004791,01/02/2021 11:55:50 AM,,MAX,Y,O,M,31.0,DE,N,N,110-125.25,Y,,,,330
20070710,01/02/2021 12:17:29 PM,,MIN,Y,W,M,54.0,DE,N,N,140.25,N,Burglary in the second degree,C Violent Felony,140.25,330
20208798,01/03/2020 01:03:09 PM,,MED,Y,A,F,32.0,DE,N,N,135.20,Y,Kidnapping in the second degree,B Violent Felony,135.20,695
20145389,01/03/2020 08:25:35 PM,,MAX,Y,B,M,22.0,DE,N,Y,130.30,Y,Rape in the second degree,D Violent Felony,130.30,695
24131,01/03/2020 11:47:57 AM,,MAX,Y,B,M,35.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,695
20140674,01/03/2020 12:18:18 PM,,MAX,N,B,M,39.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,695
20021229,01/03/2021 01:11:58 AM,,MAX,N,O,M,30.0,DE,N,N,215.52,Y,Aggravated criminal contempt,D Felony,215.52,329
20212566,01/03/2021 02:06:42 AM,,MAX,Y,B,M,24.0,DE,N,N,150.15,Y,Arson in the second degree,B Violent Felony,150.15,329
20212570,01/03/2021 04:51:00 PM,,MIN,Y,O,M,24.0,DE,N,N,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,329
20212571,01/03/2021 05:23:50 PM,,MIN,Y,B,M,73.0,SSR,N,N,,Y,,,,329
132082,01/03/2021 06:14:03 PM,,MIN,Y,B,M,43.0,DE,N,N,110-120.10,Y,,,,329
20141093,01/03/2021 06:40:54 PM,,MAX,N,B,M,26.0,DE,N,Y,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,329
20152207,01/03/2021 12:47:33 PM,,MIN,Y,B,M,68.0,DE,N,N,215.52,N,Aggravated criminal contempt,D Felony,215.52,329
20184873,01/03/2021 12:50:50 AM,,MAX,N,B,M,24.0,DE,N,N,130.35,Y,Rape in the first degree,B Violent Felony,130.35,329
20068335,01/04/2020 05:29:01 PM,,MAX,Y,B,M,27.0,DE,N,Y,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,694
12854,01/04/2021 03:40:33 PM,,MIN,N,O,M,34.0,DE,N,N,1192(2),N,,,,328
62726,01/04/2021 11:54:36 AM,,MED,Y,B,M,31.0,DE,N,Y,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,328
20212578,01/04/2021 12:41:02 PM,,MIN,Y,B,M,44.0,DE,N,N,160.15,N,Robbery in the first degree,B Violent Felony,160.15,328
20007992,01/05/2019 07:51:32 PM,,MAX,Y,W,M,39.0,SSR,N,N,,Y,,,,1058
20212587,01/05/2021 02:01:00 AM,,MAX,Y,B,M,23.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,327
20209365,01/05/2021 04:17:05 PM,,MED,N,B,M,22.0,DNS,N,N,,N,,,,327
20210172,01/05/2021 04:55:38 PM,,MED,Y,O,M,48.0,DE,N,N,215.51,Y,Criminal contempt in the first degree,E Felony,215.51,327
20212592,01/05/2021 05:09:45 PM,,MED,Y,W,F,26.0,DE,N,N,110-125.25,Y,,,,327
114129,01/05/2021 11:37:55 PM,,MED,Y,B,M,32.0,DEP,N,N,265.02,N,Criminal possession of a weapon in the third degree,D Violent Felony,265.02,327
20029823,01/06/2019 12:24:00 AM,,MAX,Y,B,M,37.0,DE,N,N,135.20,Y,Kidnapping in the second degree,B Violent Felony,135.20,1057
20201764,01/06/2020 04:51:43 PM,,MED,Y,B,M,29.0,DE,N,N,110-125.25,N,,,,692
20202392,01/06/2020 05:05:00 PM,,MED,Y,O,M,40.0,DE,N,N,110-130.35,N,,,,692
20212600,01/06/2021 01:15:48 PM,,MIN,Y,B,M,66.0,DE,N,N,140.30,Y,Burglary in the first degree,B Violent Felony,140.30,326
19884,01/06/2021 04:47:46 PM,,MED,N,O,M,34.0,DE,N,Y,160.10,N,Robbery in the second degree,C Violent Felony,160.10,326
20042705,01/07/2021 01:13:00 PM,,MAX,N,O,M,45.0,DE,N,Y,110-160.15,N,,,,325
140255,01/07/2021 05:31:27 PM,,MAX,Y,B,M,32.0,DE,N,N,160.10,Y,Robbery in the second degree,C Violent Felony,160.10,325
20006077,01/07/2021 08:20:14 PM,,MED,Y,B,M,34.0,DE,N,N,110-120.10,Y,,,,325
20212611,01/07/2021 11:05:52 AM,,MAX,N,O,M,18.0,DE,N,Y,105.15,Y,Conspiracy in the second degree,B Felony,105.15,325
20066054,01/07/2021 12:22:00 PM,,MAX,Y,B,M,30.0,DEP,N,N,140.20,N,Burglary in the third degree,D Felony,140.20,325
20212607,01/07/2021 12:56:14 AM,,MED,Y,O,M,35.0,DEP,N,N,120.05,Y,Assault in the second degree,D Violent Felony,120.05,325
20200470,01/08/2019 12:12:13 PM,,MED,Y,B,M,23.0,DE,N,N,130.50,Y,Criminal sexual act in the first degree,B Violent Felony,130.50,1055
39161,01/08/2021 01:37:49 PM,,MED,Y,B,M,54.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,324
20210002,01/08/2021 05:20:14 PM,,MAX,N,B,M,30.0,DE,N,Y,120.10,Y,Assault in the first degree,B Violent Felony,120.10,324
20099887,01/08/2021 12:09:22 AM,,MAX,N,B,M,29.0,DE,N,N,230.34,Y,,,,324
167824,01/08/2021 12:41:00 PM,,MIN,Y,O,M,42.0,DE,N,N,140.25,N,Burglary in the second degree,C Violent Felony,140.25,324
20212633,01/08/2021 12:51:51 PM,,MED,N,O,M,30.0,DE,N,N,110-120.10,N,,,,324
20195679,01/09/2019 03:52:07 PM,,MIN,N,B,M,36.0,DE,N,N,120.10,N,Assault in the first degree,B Violent Felony,120.10,1054
20195222,01/09/2019 07:56:06 PM,,MAX,Y,B,M,20.0,SSR,N,N,,Y,,,,1054
20193914,01/09/2020 06:49:23 PM,,MAX,Y,B,M,23.0,DE,N,Y,265.09,Y,Criminal use of a firearm in the first degree,B Violent Felony,265.09,689
20208864,01/09/2020 12:01:20 AM,,MED,N,W,M,67.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,689
20099582,01/09/2021 01:07:04 AM,,,N,W,M,28.0,DE,N,N,,N,,,,323
20152214,01/09/2021 02:13:20 AM,,MED,N,B,M,24.0,DE,N,Y,110-125.25,Y,,,,323
20212646,01/09/2021 04:16:42 PM,,MAX,N,B,M,23.0,DE,N,Y,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,323
20180759,01/09/2021 04:28:50 PM,,MAX,N,B,M,24.0,DE,N,Y,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,323
145286,01/09/2021 04:45:24 PM,,MIN,N,B,M,48.0,DE,N,N,220.21,N,Criminal possession of a controlled substance in the first degree,A-I Felony,220.21,323
11785,01/09/2021 05:28:02 PM,,MAX,Y,B,M,32.0,DEP,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,323
20169720,01/09/2021 11:49:19 AM,,MAX,N,B,M,23.0,DEP,N,Y,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,323
20182447,01/09/2021 12:22:11 PM,,MIN,N,B,F,21.0,DE,N,Y,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,323
20179461,01/09/2021 12:59:30 PM,,MAX,N,B,M,21.0,DE,N,Y,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,323
20114230,01/10/2020 01:27:16 AM,,MIN,Y,B,M,44.0,DE,N,N,110-125.25,N,,,,688
20199434,01/10/2020 04:17:26 PM,,MAX,N,B,M,20.0,SSR,N,Y,,Y,,,,688
20087650,01/10/2020 05:19:07 PM,,MED,N,B,M,58.0,DEP,N,N,135.20,N,Kidnapping in the second degree,B Violent Felony,135.20,688
20201874,01/10/2021 01:11:47 AM,,MIN,N,O,M,32.0,DE,N,N,220.16,N,Criminal possession of a controlled substance in the third degree,B Felony,220.16,322
20212661,01/10/2021 01:30:22 PM,,MED,Y,O,M,29.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,322
20196042,01/10/2021 12:54:12 AM,,MAX,N,O,M,43.0,DE,N,N,160.15,Y,Robbery in the first degree,B Violent Felony,160.15,322
20144553,01/11/2018 08:03:52 PM,,MAX,Y,B,M,25.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,1417
20069839,01/11/2018 10:38:14 PM,,MAX,Y,O,M,26.0,DE,N,Y,125.27,Y,Murder in the first degree,A-I Felony,125.27,1417
20201234,01/11/2019 01:20:08 AM,,MED,Y,B,M,51.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,1052
20201254,01/11/2019 04:50:00 PM,,MED,Y,B,M,47.0,DE,N,N,130.75,N,Course of sexual conduct against a child in the first degree,B Violent Felony,130.75,1052
20201255,01/11/2019 05:35:18 PM,,MAX,Y,B,F,33.0,DE,N,N,110-125.27,Y,,,,1052
20063182,01/11/2019 12:57:22 AM,,MAX,Y,W,M,30.0,DE,N,N,130.35,Y,Rape in the first degree,B Violent Felony,130.35,1052
20072768,01/11/2020 01:04:56 AM,,MED,Y,B,M,38.0,DE,N,Y,130.53,Y,Persistent sexual abuse,E Violent Felony,130.53,687
7166,01/11/2020 03:53:18 PM,,MAX,Y,B,M,34.0,DE,N,N,120.10,Y,Assault in the first degree,B Violent Felony,120.10,687
20208897,01/11/2020 12:10:01 AM,,MAX,Y,O,M,23.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,687
20171166,01/11/2020 12:48:44 PM,,MAX,Y,O,M,23.0,DE,N,Y,140.30,Y,Burglary in the first degree,B Violent Felony,140.30,687
20112832,01/11/2021 01:22:15 PM,,MED,Y,O,M,26.0,DE,N,N,125.15,Y,Manslaughter in the second degree,C Felony,125.15,321
20212671,01/11/2021 07:48:15 PM,,MIN,N,B,M,59.0,DEP,N,N,160.10,N,Robbery in the second degree,C Violent Felony,160.10,321
109259,01/11/2021 12:36:33 PM,,MIN,Y,B,M,41.0,DE,N,N,110-125.25,N,,,,321
20041580,01/12/2017 09:32:53 PM,,MAX,Y,B,M,28.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,1781
20201266,01/12/2019 12:32:25 AM,,MAX,Y,B,M,20.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,1051
95581,01/12/2020 09:14:59 PM,,MED,Y,B,M,39.0,DE,N,Y,110-120.10,Y,,,,686
20212677,01/12/2021 01:14:00 PM,,MED,Y,O,M,38.0,DE,N,N,130.50,N,Criminal sexual act in the first degree,B Violent Felony,130.50,320
20146104,01/12/2021 01:18:26 AM,,MED,Y,B,F,27.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,320
144736,01/12/2021 01:28:35 AM,,MAX,N,W,M,30.0,DE,N,N,220.39,Y,Criminal sale of a controlled substance in the third degree,B Felony,220.39,320
20212676,01/12/2021 02:51:14 AM,,MAX,Y,B,M,39.0,DE,N,N,160.15,Y,Robbery in the first degree,B Violent Felony,160.15,320
20212683,01/12/2021 08:49:53 PM,,MED,N,O,M,55.0,DE,N,N,130.65,N,Sexual abuse in the first degree,D Violent Felony,130.65,320
20012078,01/12/2021 11:37:26 AM,,,N,B,M,30.0,DE,N,N,,N,,,,320
10008042,01/12/2021 12:43:26 AM,,MAX,Y,O,M,29.0,DEP,N,N,160.15,Y,Robbery in the first degree,B Violent Felony,160.15,320
20107646,01/13/2018 05:04:49 AM,,MED,N,O,M,71.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,1415
20201292,01/13/2019 05:00:00 PM,,MAX,Y,O,F,33.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,1050
10008620,01/13/2020 02:02:22 AM,,MIN,N,B,M,48.0,DE,N,N,110-125.25,N,,,,685
25045,01/13/2021 03:47:27 PM,,MED,N,B,M,33.0,DE,N,N,220.39,N,Criminal sale of a controlled substance in the third degree,B Felony,220.39,319
20212690,01/13/2021 04:56:29 PM,,MIN,Y,O,M,63.0,DE,N,N,120.10,N,Assault in the first degree,B Violent Felony,120.10,319
20144615,01/13/2021 04:59:30 PM,,MED,N,O,M,25.0,DE,N,N,120.10,N,Assault in the first degree,B Violent Felony,120.10,319
20211533,01/13/2021 12:19:13 PM,,MIN,N,B,M,52.0,DE,N,N,265.03,N,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,319
20201317,01/14/2019 06:54:45 PM,,MED,Y,O,M,25.0,DE,N,N,130.35,Y,Rape in the first degree,B Violent Felony,130.35,1049
20086213,01/14/2020 05:49:37 AM,,MED,Y,B,M,50.0,DE,N,N,110-125.25,Y,,,,684
20017873,01/14/2021 12:18:58 AM,,MAX,Y,B,M,33.0,DE,N,N,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,318
20212715,01/15/2021 01:01:17 PM,,MAX,Y,O,F,24.0,DE,N,N,110-125.25,Y,,,,317
119413,01/15/2021 04:58:32 PM,,MED,Y,B,M,32.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,317
21197,01/15/2021 06:56:00 PM,,MED,N,B,M,35.0,DE,N,N,140.30,N,Burglary in the first degree,B Violent Felony,140.30,317
20057898,01/15/2021 12:15:21 PM,,MAX,Y,O,M,31.0,DE,N,N,0,Y,,,,317
20178499,01/16/2019 01:52:37 PM,,MED,N,B,M,43.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,1047
20208963,01/16/2020 02:28:11 AM,,MED,Y,O,M,25.0,DE,N,N,130.75,N,Course of sexual conduct against a child in the first degree,B Violent Felony,130.75,682
18875,01/16/2020 02:59:18 AM,,MED,N,B,M,36.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,682
20208965,01/16/2020 11:15:36 AM,,MIN,Y,O,M,48.0,DE,N,N,110-125.25,N,,,,682
20068272,01/16/2020 11:51:00 PM,,MAX,N,B,M,34.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,682
10004161,01/16/2020 12:34:00 PM,,MIN,Y,A,M,48.0,DE,N,N,110-125.25,Y,,,,682
106199,01/16/2021 01:12:45 PM,,MAX,Y,B,M,31.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,316
51451,01/16/2021 01:24:38 PM,,MIN,N,O,M,46.0,DE,N,N,220.16,N,Criminal possession of a controlled substance in the third degree,B Felony,220.16,316
20212720,01/16/2021 02:33:42 AM,,MED,Y,W,F,38.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,316
20193819,01/16/2021 02:42:26 AM,,MAX,Y,O,M,20.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,316
20138862,01/16/2021 02:50:38 AM,,MED,Y,A,M,34.0,DE,N,N,120.00,Y,Assault in the third degree,A Misdemeanor,120.00,316
159341,01/16/2021 03:43:48 PM,,MED,Y,O,M,36.0,DE,N,N,110-130.35,N,,,,316
81261,01/16/2021 04:17:40 PM,,MIN,Y,B,M,47.0,SSR,N,N,,N,,,,316
20212722,01/16/2021 04:44:02 PM,,MED,N,B,M,26.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,316
20212724,01/16/2021 08:02:57 PM,,MED,Y,B,M,30.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,316
20212721,01/16/2021 11:49:45 AM,,MIN,Y,O,M,48.0,DE,N,N,110-120.10,N,,,,316
20031900,01/16/2021 12:04:20 PM,,MED,N,B,M,31.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,316
20177284,01/17/2017 12:55:50 PM,,MED,Y,A,F,36.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,1776
20018886,01/17/2018 02:43:58 PM,,MED,Y,B,M,40.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,1411
78656,01/17/2018 10:28:12 PM,,MED,Y,O,M,40.0,DE,N,Y,110-125.25,Y,,,,1411
20201395,01/17/2019 02:18:55 AM,,MED,Y,O,M,59.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,1046
20193366,01/17/2020 10:45:01 PM,,MAX,Y,B,M,21.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,681
48814,01/17/2021 02:32:07 PM,,MIN,N,O,M,57.0,DE,N,N,160.05,N,Robbery in the third degree,D Felony,160.05,315
20030436,01/17/2021 02:35:20 PM,,MAX,Y,B,M,28.0,DE,N,Y,110-160.15,Y,,,,315
20212744,01/18/2021 08:04:46 PM,,MAX,N,B,M,28.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,314
128938,01/19/2019 08:30:00 PM,,MED,Y,B,M,40.0,DE,N,N,130.65,Y,Sexual abuse in the first degree,D Violent Felony,130.65,1044
20209003,01/19/2020 12:56:42 AM,,MAX,Y,A,M,23.0,DE,N,Y,110-125.25,Y,,,,679
20208419,01/19/2021 03:32:02 PM,,MED,N,O,M,23.0,DE,N,N,130.96,N,Predatory sexual assault against a child.,A-II Felony,130.96,313
141360,01/19/2021 04:50:19 PM,,MAX,N,O,M,36.0,DE,N,N,130.45,Y,Criminal sexual act in the second degree,D Violent Felony,130.45,313
10010790,01/19/2021 08:08:38 PM,,MED,Y,B,M,43.0,DE,N,N,120.10,Y,Assault in the first degree,B Violent Felony,120.10,313
20045874,01/19/2021 08:16:24 PM,,MED,Y,W,M,43.0,DEP,N,N,120.00,Y,Assault in the third degree,A Misdemeanor,120.00,313
20179552,01/19/2021 10:09:21 PM,,MED,Y,O,M,26.0,DE,N,N,155.35,N,Grand larceny in the third degree,D Felony,155.35,313
35001,01/19/2021 12:50:43 PM,,MAX,N,B,M,35.0,DE,N,Y,155.30,Y,Grand larceny in the fourth degree,E Felony,155.30,313
20193717,01/20/2020 03:48:51 PM,,MED,N,B,M,33.0,DE,N,N,140.25,Y,Burglary in the second degree,C Violent Felony,140.25,678
20212761,01/20/2021 01:04:18 AM,,MED,Y,B,M,45.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,312
10880,01/20/2021 01:53:38 AM,,MIN,Y,B,M,52.0,DE,N,N,215.51,N,Criminal contempt in the first degree,E Felony,215.51,312
62962,01/20/2021 05:38:08 PM,,MAX,Y,B,M,33.0,DE,N,Y,110-125.25,Y,,,,312
20212768,01/20/2021 07:01:12 PM,,MED,N,A,M,33.0,DE,N,N,160.15,Y,Robbery in the first degree,B Violent Felony,160.15,312
2701,01/20/2021 11:42:44 AM,,MAX,Y,B,M,33.0,DE,N,Y,140.30,Y,Burglary in the first degree,B Violent Felony,140.30,312
20058753,01/21/2017 12:18:31 AM,,MAX,N,B,M,27.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,1772
20095258,01/21/2020 04:05:00 PM,,MAX,Y,B,M,27.0,DE,N,Y,120.07,Y,Gang assault in the first degree,B Violent Felony,120.07,677
52859,01/21/2021 01:10:13 PM,,MAX,Y,O,M,38.0,DE,N,N,160.10,N,Robbery in the second degree,C Violent Felony,160.10,311
20116876,01/21/2021 01:16:30 AM,,MED,Y,O,F,33.0,DE,N,N,160.15,N,Robbery in the first degree,B Violent Felony,160.15,311
20133963,01/21/2021 01:49:11 AM,,MAX,N,B,M,36.0,DE,N,N,160.15,Y,Robbery in the first degree,B Violent Felony,160.15,311
20180792,01/21/2021 04:48:19 PM,,MAX,Y,B,M,21.0,DE,N,Y,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,311
20017789,01/21/2021 06:21:01 PM,,MED,N,O,M,29.0,DPV,N,N,,N,,,,311
20212782,01/21/2021 07:14:45 PM,,MED,N,B,M,19.0,DE,N,Y,110-125.25,Y,,,,311
20212783,01/21/2021 09:00:25 PM,,MED,Y,B,M,28.0,DE,N,N,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,311
93274,01/21/2021 11:39:40 PM,,MAX,N,B,M,34.0,DE,N,Y,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,311
20212773,01/21/2021 12:51:35 AM,,MED,Y,O,F,34.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,311
20212785,01/22/2021 01:10:24 PM,,MIN,N,B,M,27.0,DE,N,N,110-125.25,N,,,,310
20142796,01/22/2021 01:57:19 AM,,MAX,N,O,M,23.0,DE,N,Y,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,310
111758,01/22/2021 03:25:00 PM,,MED,Y,B,M,67.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,310
20212789,01/22/2021 06:25:16 PM,,MED,Y,W,M,38.0,DE,N,N,130.65,N,Sexual abuse in the first degree,D Violent Felony,130.65,310
20090571,01/22/2021 11:14:30 AM,,MED,N,B,M,33.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,310
20153248,01/22/2021 11:50:56 PM,,MIN,Y,W,M,51.0,DE,N,N,160.10,N,Robbery in the second degree,C Violent Felony,160.10,310
20208474,01/22/2021 12:35:00 PM,,MAX,N,B,M,21.0,DE,N,Y,110-125.25,Y,,,,310
20113194,01/23/2020 01:03:30 AM,,MED,N,W,M,34.0,DE,N,N,140.25,Y,Burglary in the second degree,C Violent Felony,140.25,675
20209051,01/23/2020 02:22:00 PM,,MED,Y,B,M,44.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,675
81247,01/23/2020 11:33:00 AM,,MIN,Y,B,M,38.0,DE,N,N,110-125.25,N,,,,675
168834,01/23/2021 02:38:11 AM,,MAX,N,O,M,40.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,309
20089592,01/23/2021 03:41:43 AM,,MAX,N,O,M,27.0,DE,N,Y,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,309
20033215,01/23/2021 08:39:17 PM,,MAX,Y,B,M,28.0,DE,N,Y,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,309
20192156,01/23/2021 12:51:00 PM,,MED,Y,B,M,25.0,DE,N,Y,215.51,Y,Criminal contempt in the first degree,E Felony,215.51,309
20191482,01/24/2018 01:01:46 AM,,MED,N,O,M,34.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,1404
86720,01/24/2019 01:30:06 AM,,MED,N,O,M,59.0,DPV,N,N,,Y,,,,1039
18473,01/24/2019 04:40:00 PM,,MAX,Y,B,M,59.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,1039
20201599,01/24/2019 09:33:39 PM,,MAX,Y,O,F,25.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,1039
20179886,01/24/2020 02:09:13 AM,,MAX,N,B,M,22.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,674
20035557,01/24/2020 04:37:07 PM,,MAX,Y,B,M,49.0,DE,N,N,160.10,Y,Robbery in the second degree,C Violent Felony,160.10,674
20095232,01/24/2020 12:03:12 PM,,MED,N,B,M,25.0,DE,N,Y,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,674
168100,01/24/2020 12:11:43 PM,,MED,N,O,M,31.0,DE,N,N,135.25,Y,Kidnapping in the first degree,A-I Felony,135.25,674
20161297,01/24/2021 01:13:30 AM,,MAX,N,B,M,25.0,DE,N,Y,160.10,Y,Robbery in the second degree,C Violent Felony,160.10,308
20114182,01/24/2021 01:13:58 AM,,MAX,N,B,M,25.0,DE,N,Y,265.03,Y,Criminal possession of a weapon in the second degree,C Violent Felony,265.03,308
32003,01/24/2021 01:52:12 AM,,MED,Y,O,M,57.0,DE,N,N,140.20,N,Burglary in the third degree,D Felony,140.20,308
81453,01/24/2021 07:26:08 PM,,MIN,Y,B,M,37.0,DE,N,N,160.15,N,Robbery in the first degree,B Violent Felony,160.15,308
20067850,01/24/2021 10:57:50 PM,,MAX,Y,B,M,29.0,DEP,N,N,120.05,Y,Assault in the second degree,D Violent Felony,120.05,308
20201604,01/25/2019 12:47:56 AM,,MED,N,B,M,45.0,DE,N,N,110-130.35,N,,,,1038
20074495,01/25/2020 01:33:40 AM,,MED,N,B,M,55.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,673
20207687,01/25/2020 12:21:33 AM,,MAX,Y,W,M,29.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,673
41648,01/25/2020 12:35:14 AM,,MIN,N,W,M,56.0,DE,N,N,160.15,Y,Robbery in the first degree,B Violent Felony,160.15,673
75747,01/25/2020 12:51:00 PM,,MED,Y,B,F,50.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,673
20183151,01/25/2020 12:59:52 AM,,MAX,Y,B,M,31.0,DE,N,N,120.10,Y,Assault in the first degree,B Violent Felony,120.10,673
20176640,01/25/2021 01:04:02 PM,,MAX,Y,B,M,22.0,DE,N,Y,125.25,Y,Murder in the second degree,A-I Felony,125.25,307
20202060,01/25/2021 04:17:20 PM,,MED,N,B,M,21.0,DE,N,Y,160.15,Y,Robbery in the first degree,B Violent Felony,160.15,307
20148262,01/25/2021 07:13:50 PM,,MED,N,B,M,28.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,307
20041390,01/25/2021 11:36:04 AM,,MIN,Y,B,M,42.0,DE,N,N,160.10,N,Robbery in the second degree,C Violent Felony,160.10,307
20138934,01/26/2018 12:12:37 AM,,MAX,Y,O,M,24.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,1402
45008,01/26/2019 01:04:20 AM,,MED,Y,O,M,32.0,DEP,N,N,110-130.65,Y,,,,1037
79096,01/26/2019 01:25:43 PM,,MED,N,B,M,34.0,DEP,N,Y,125.27,Y,Murder in the first degree,A-I Felony,125.27,1037
70708,01/26/2019 04:46:09 PM,,MED,Y,O,M,47.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,1037
20093662,01/26/2021 01:52:14 AM,,MIN,Y,B,M,48.0,DE,N,N,120.05,N,Assault in the second degree,D Violent Felony,120.05,306
153439,01/26/2021 06:53:19 PM,,MED,Y,B,F,36.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,306
26758,01/26/2021 06:57:43 PM,,MED,N,B,M,50.0,DE,N,N,125.25,N,Murder in the second degree,A-I Felony,125.25,306
129996,01/26/2021 07:50:34 PM,,MED,Y,W,M,51.0,DEP,N,N,110-125.25,Y,,,,306
20212821,01/26/2021 10:57:59 AM,,MED,N,B,M,19.0,DE,N,N,125.25,Y,Murder in the second degree,A-I Felony,125.25,306
